Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Limoniidae	invertebrate	invertebrate	0.0238	0.000295
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Argyra vestita (Wiedemann, 1817)	invertebrate	invertebrate	0.0238	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Chrysopidae	invertebrate	invertebrate	0.0238	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Ephydridae	invertebrate	invertebrate	0.0238	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Jassidae	invertebrate	invertebrate	0.0238	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Carabidae	invertebrate	invertebrate	0.0238	0.000329
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Muscidae copro	invertebrate	invertebrate	0.0238	0.000421
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Muscidae flor	invertebrate	invertebrate	0.0238	0.000421
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Chloropidae	invertebrate	invertebrate	0.0238	0.000493
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Herina parva (Loew)	invertebrate	invertebrate	0.0238	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Heteroptera	invertebrate	invertebrate	0.0238	0.000502
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Herina frondescentiae (L.)	invertebrate	invertebrate	0.0238	0.00059
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Hercostomus assimilis (Staeger, 1842)	invertebrate	invertebrate	0.0238	0.0006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Trichoptera	invertebrate	invertebrate	0.0238	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Pentatomidae	invertebrate	invertebrate	0.0238	0.000922
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Ilione lineata (Fall�n)	invertebrate	invertebrate	0.0238	0.001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Staphylinidae	invertebrate	invertebrate	0.0238	0.00124
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Ceratopogonidae	invertebrate	invertebrate	0.0238	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Dolichopus nubilius Meigen, 1924	invertebrate	invertebrate	0.0238	0.0014
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Limnia paludicola (Elberg)	invertebrate	invertebrate	0.0238	0.00153
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Limoniidae	invertebrate	invertebrate	0.0238	0.002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Tipulidae	invertebrate	invertebrate	0.0238	0.002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Tetanocera ferruginea (Fall�n)	invertebrate	invertebrate	0.0238	0.0034
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Cicadella viridis (L.)	invertebrate	invertebrate	0.0238	0.0039
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Ilione albiseta (Scopoli)	invertebrate	invertebrate	0.0238	0.0047
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Stratiomyidae	invertebrate	invertebrate	0.0238	0.006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Pherbina coryleti (Fall�n)	invertebrate	invertebrate	0.0238	0.0064
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Tettigoniidae	invertebrate	invertebrate	0.0238	0.0095
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Chrysotoxum sp	invertebrate	invertebrate	0.0238	0.0118
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Acrididae	invertebrate	invertebrate	0.0238	0.0129
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown1	predacious	Conocephalus dorsalis (Latr.)	Calliphoridae	invertebrate	invertebrate	0.0238	0.0261
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Lepidoptera	invertebrate	invertebrate	0.0243	0.0004
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Oligochaeta	invertebrate	invertebrate	0.0243	0.000803
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Trichia sericea (Draparnaud)	invertebrate	invertebrate	0.0243	0.0012
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Ceratopogonidae	invertebrate	invertebrate	0.0243	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0243	0.0017
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Limoniidae	invertebrate	invertebrate	0.0243	0.002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Succinea putris (L.)	invertebrate	invertebrate	0.0243	0.0032
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Marpissa radiata (Grube, 1859)	invertebrate	invertebrate	0.0243	0.00418
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Tetrix subulata (L.)	invertebrate	invertebrate	0.0243	0.0046
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0243	0.00477
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Anisus leucostoma (Millet)	invertebrate	invertebrate	0.0243	0.0054
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Tetrix sp	invertebrate	invertebrate	0.0243	0.0058
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Ilione albiseta (Scopoli)	invertebrate	invertebrate	0.0243	0.006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Chrysops relictus (Meigen)	invertebrate	invertebrate	0.0243	0.00605
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Pisaura mirabilis (Clerck, 1757)	invertebrate	invertebrate	0.0243	0.00877
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Stratiomyidae	invertebrate	invertebrate	0.0243	0.009
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Haematopota sp	invertebrate	invertebrate	0.0243	0.0093
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Dolichovespula sylvestris (Scopoli)	invertebrate	invertebrate	0.0243	0.0231
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Dolomedes fimbriatus (Clerck, 1757)	invertebrate	invertebrate	0.0243	0.0243
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Larinioides cornutus (Clerck, 1757)	invertebrate	invertebrate	0.0243	0.0297
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Argiope bruennichi (Scopoli, 1772)	invertebrate	invertebrate	0.0243	0.0423
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Sympetrum sanguineum (M�ller)	invertebrate	invertebrate	0.0243	0.0506
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Chorthippus montanus (Charpentier)	invertebrate	invertebrate	0.0243	0.0616
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Caelifera	invertebrate	invertebrate	0.0243	0.0666
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Sympetrum vulgatum (L.)	invertebrate	invertebrate	0.0243	0.0696
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Sympetrum sp	invertebrate	invertebrate	0.0243	0.083
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Dolomedes fimbriatus (Clerck, 1757)	Sympetrum striolatum (Charpentier)	invertebrate	invertebrate	0.0243	0.175
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Evarcha sp	invertebrate	invertebrate	0.0247	0.00008
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Chironomidae	invertebrate	invertebrate	0.0247	0.000133
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Jassidae	invertebrate	invertebrate	0.0247	0.00014
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Salticidae	invertebrate	invertebrate	0.0247	0.000215
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Vallonia pulchella (O. F. M�ller)	invertebrate	invertebrate	0.0247	0.000406
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Tibellus sp	invertebrate	invertebrate	0.0247	0.000481
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Herina parva (Loew)	invertebrate	invertebrate	0.0247	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Ichneumonidae	invertebrate	invertebrate	0.0247	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Trypoxylon clavicerum Lepeletier	invertebrate	invertebrate	0.0247	0.0005
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Limonia sp	invertebrate	invertebrate	0.0247	0.0006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Vertigo antivertigo (Draparnaud)	invertebrate	invertebrate	0.0247	0.0006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Muscidae copro	invertebrate	invertebrate	0.0247	0.000633
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Muscidae flor	invertebrate	invertebrate	0.0247	0.000633
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Cloeon simile (Eaton)	invertebrate	invertebrate	0.0247	0.00066
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Sciocoris cursitans (Fall.)	invertebrate	invertebrate	0.0247	0.00101
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Oligochaeta	invertebrate	invertebrate	0.0247	0.0011
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Procloeon bifidum (Bengtsson)	invertebrate	invertebrate	0.0247	0.0012
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Ceratopogonidae	invertebrate	invertebrate	0.0247	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Marpissa sp	invertebrate	invertebrate	0.0247	0.00127
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Micrommata virescens (Clerck, 1757)	invertebrate	invertebrate	0.0247	0.00156
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Lumbricidae	invertebrate	invertebrate	0.0247	0.00171
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Tibellus sp	invertebrate	invertebrate	0.0247	0.00173
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Ilione lineata (Fall�n)	invertebrate	invertebrate	0.0247	0.0019
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Lepidoptera	invertebrate	invertebrate	0.0247	0.00224
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Philaenus spumarius (L.)	invertebrate	invertebrate	0.0247	0.0023
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Evarcha arcuata (Clerck, 1757)	invertebrate	invertebrate	0.0247	0.00249
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Pisaura mirabilis (Clerck, 1757)	invertebrate	invertebrate	0.0247	0.00256
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Argiope bruennichi (Scopoli, 1772)	invertebrate	invertebrate	0.0247	0.00282
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Cicadella viridis (L.)	invertebrate	invertebrate	0.0247	0.0031
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Araneae	invertebrate	invertebrate	0.0247	0.00315
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Larinioides sp	invertebrate	invertebrate	0.0247	0.00345
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Haematopota sp	invertebrate	invertebrate	0.0247	0.0035
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Succinea putris (L.)	invertebrate	invertebrate	0.0247	0.00359
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Sepedon spinipes (Scopoli)	invertebrate	invertebrate	0.0247	0.0039
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Araneus diadematus Clerck, 1757	invertebrate	invertebrate	0.0247	0.00504
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Ilione albiseta (Scopoli)	invertebrate	invertebrate	0.0247	0.00567
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Tetramorium sp	invertebrate	invertebrate	0.0247	0.00598
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Euconulus alderi (Gray)	invertebrate	invertebrate	0.0247	0.0064
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Formica sp	invertebrate	invertebrate	0.0247	0.00649
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Clubiona phragmitis C. L. Koch, 1843	invertebrate	invertebrate	0.0247	0.00678
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0247	0.011
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Calliphoridae	invertebrate	invertebrate	0.0247	0.0124
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, mown; Scmown2;	predacious	Dolomedes sp	Dolomedes sp	invertebrate	invertebrate	0.0247	0.0247
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Chironomidae	invertebrate	invertebrate	0.0263	0.0000857
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Trichoptera	invertebrate	invertebrate	0.0263	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Culex sp	invertebrate	invertebrate	0.0263	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Chironomidae	invertebrate	invertebrate	0.0263	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Rhagionidae	invertebrate	invertebrate	0.0263	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Limoniidae	invertebrate	invertebrate	0.0263	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Pherbellia schoenherri (Fall�n)	invertebrate	invertebrate	0.0263	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Vallonia costata (O. F. M�ller)	invertebrate	invertebrate	0.0263	0.000433
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Tibellus sp	invertebrate	invertebrate	0.0263	0.000519
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Trigonometopus frontalis (Meigen)	invertebrate	invertebrate	0.0263	0.00058
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Dolichopus nitidus Fall�n, 1823	invertebrate	invertebrate	0.0263	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Ichneumonidae	invertebrate	invertebrate	0.0263	0.000767
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Ceratopogonidae	invertebrate	invertebrate	0.0263	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Muscidae copro	invertebrate	invertebrate	0.0263	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Muscidae flor	invertebrate	invertebrate	0.0263	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Trypoxylon attenuatum (Smith)	invertebrate	invertebrate	0.0263	0.0013
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Pirata piraticus (Clerck, 1757)	invertebrate	invertebrate	0.0263	0.0015
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Ilione lineata (Fall�n)	invertebrate	invertebrate	0.0263	0.0016
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Jassinae	invertebrate	invertebrate	0.0263	0.00171
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Platycheirus sp	invertebrate	invertebrate	0.0263	0.0018
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Pachybrachius sp	invertebrate	invertebrate	0.0263	0.0019
