"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,4.19e-08
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,6.24e-06
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Plantae","Chlorophyta","Chlorophyceae","Chaetophorales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,2.35e-05
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Thalassiophysales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,5.81e-05
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,6.12e-05
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Coscinodiscophyceae","Melosirales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,6.71e-05
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Fragilariophyceae","Fragilariales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,7.96e-05
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,0.00011494
"Country: United Kingdom; UTM: 51.24'N, 0.34'W; Silwood Park, Berkshire","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Arthropoda","Insecta","Trichoptera",0.003338448,0.001136638
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,6.48e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00025
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00028
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00045
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00045
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.000667
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00125
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0016
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0017
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00187
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00231
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0024
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00315
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0032
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00336
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00418
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00433
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00477
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00485
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.005
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00605
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.00877
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.009
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0093
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0134
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0297
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00336,0.0423
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Thysanoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,8.54e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000106
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000117
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000133
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.00014
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Thysanoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000305
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,6e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000633
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.000633
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.00066
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.00101
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.0023
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00345,0.0032
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,2.73e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,5.93e-05
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,0.000199
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,0.00025
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,3e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,3e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,0.000362
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,4e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00346,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,0.000749
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,8e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00346,0.000972
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Insecta","Hemiptera",0.0035,0.000109
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Insecta","Hemiptera",0.0035,0.000635
"Country: United States of America; John Muir Wilderness Area and Kings Canyon National Park, Sierra Nevada mountains, California","terrestrial","predacious","invertebrate","invertebrate","Animalia","Annelida","Clitellata","Haplotaxida","Animalia","Arthropoda","Insecta","Coleoptera",0.0035,0.000922
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Insecta","Hemiptera",0.0035,0.0012
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Insecta","Hemiptera",0.0035,0.0028
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Insecta","Hemiptera",0.0035,0.00325
"Country: United States of America; John Muir Wilderness Area and Kings Canyon National Park, Sierra Nevada mountains, California","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0035,0.0089
"Country: United States of America; John Muir Wilderness Area and Kings Canyon National Park, Sierra Nevada mountains, California","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0035,0.0273
"Country: United States of America; John Muir Wilderness Area and Kings Canyon National Park, Sierra Nevada mountains, California","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0035,0.0273
"Country: United States of America; John Muir Wilderness Area and Kings Canyon National Park, Sierra Nevada mountains, California","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0035,0.0338
"Country: Switzerland; Lake Neuch�tel","terrestrial","parasitic","invertebrate","endotherm vertebrate","Animalia","Chordata","Mammalia","Carnivora","Animalia","Arthropoda","Insecta","Diptera",0.0035,5000
"Country: Switzerland; Lake Neuch�tel","terrestrial","parasitic","invertebrate","endotherm vertebrate","Animalia","Chordata","Mammalia","Artiodactyla","Animalia","Arthropoda","Insecta","Diptera",0.0035,20000
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Neuroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,3e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.00034
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.000346
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,4e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.000608
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.000922
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.00115
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.00146
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00365,0.0015
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0056
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0066
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0125
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0137
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Basommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0226
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0374
"Country: United Kingdom; UTM: 53.40'N, 0.59'W; Skipwith Common, North Yorkshire","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.0037,0.0388
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000155
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Thysanoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,2e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00025
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Neuroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,3e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00034
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000346
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,4e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,5e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000608
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000635
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000639
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,7e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000742
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.000922
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00115
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00115
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00146
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.0015
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00191
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.00211
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Thysanoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00372,0.0024
"Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan ","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00405,0.000114
"Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan ","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00405,0.00152
"Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan ","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00405,0.00165
"Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan ","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00405,0.0032
"Country: United States of America; UTM: 89.32'W, 46.13'N; Tuesday Lake, Michigan ","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00405,0.0112
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00418,1e-04
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.00045
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.00045
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.00187
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.00231
