Species,Life stage,Life style,Taxonomic group,Host species,Lake,Season,Number of samples,Minimum sample size,Maximum sample size,Total sample size,Log total sample size,Body mass (mg),Log body mass,Mean density (m²),Log mean,SD,SD/Mean,Variance,Log variance
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tomahawk,January,24,0,4,23,1.361727836,0.016917264,-1.771669873,0.253644507,-0.595774538,0.864886039,3.409835474,0.74802786,-0.126082227
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tomahawk,May,24,0,3,17,1.2304489214,0.016917264,-1.771669873,2.165833333,0.335625034,1.587653222,0.733044966,2.520642754,0.401511298
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tuakitoto,September,24,0,2,5,0.6989700043,0.016917264,-1.771669873,3.041666667,0.483111618,5.41231098,1.779389911,29.29311015,1.466765485
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tuakitoto,January,24,0,3,14,1.1461280357,0.016917264,-1.771669873,13.09227342,1.117015067,23.42330193,1.78909355,548.6510732,2.739296233
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Waihola,January,24,0,11,114,2.0569048513,0.016917264,-1.771669873,40.26805556,1.604960659,42.55177884,1.056713026,1810.653882,3.25783544
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Tuakitoto,May,24,0,2,9,0.9542425094,0.016917264,-1.771669873,41.18916667,1.614783006,68.92886995,1.673470855,4751.189112,3.676802317
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Waihola,September,24,0,5,34,1.531478917,0.016917264,-1.771669873,45.21272727,1.655260705,75.82776391,1.677133154,5749.84978,3.759656499
Coitocaecum parvum,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis",Waihola,May,24,0,14,160,2.2041199827,0.016917264,-1.771669873,159.2367857,2.202043403,315.1032728,1.978834673,99290.07256,4.996905828
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,1,5,0.6989700043,1.36475122,0.1350534912,3.1875,0.503450193,8.044458665,2.523751738,64.71331522,1.810993649
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,3,9,0.9542425094,1.36475122,0.1350534912,3.829166667,0.58310427,7.192113988,1.87824522,51.72650362,1.713713124
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,1,5,0.6989700043,1.36475122,0.1350534912,7.145833333,0.854052883,15.46909905,2.164771878,239.2930254,2.378930041
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,1,2,0.3010299957,1.36475122,0.1350534912,13.97916667,1.145481283,59.07631011,4.226025165,3490.010417,3.542826723
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,4,15,1.1760912591,1.36475122,0.1350534912,13.98333333,1.14561071,37.67031661,2.693943977,1419.052754,3.151998541
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,3,16,1.2041199827,1.36475122,0.1350534912,30.46180556,1.483755642,59.9230383,1.967153201,3590.770519,3.555187651
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,3,8,0.903089987,1.36475122,0.1350534912,43.25694444,1.636055839,101.6694699,2.350361802,10336.68111,4.014381118
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,2,10,1,1.36475122,0.1350534912,58.74305556,1.768956533,181.749715,3.093977888,33032.95889,4.518947477
Coitocaecum parvum,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,2,14,1.1461280357,1.36475122,0.1350534912,243.3472222,2.386226393,647.8162666,2.662106683,419665.9153,5.622903698
Deretrema sp,Ad,Parasite,Trematode,G. cotidianus,Waihola,January,4,0,5,9,0.9542425094,0.188758156,-0.724094274,0.012910053,-1.889071978,0.00690998,0.535240253,0.0000477478,-4.321046421
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Tuakitoto,January,4,0,1,1,0,4.169298542,0.6200629938,0.003464052,-2.460415561,0.003444471,0.99434738,0.0000118644,-4.925754855
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Waihola,May,4,0,3,4,0.6020599913,4.169298542,0.6200629938,0.006666667,-2.176091259,0.001814437,0.272165527,0.00000329,-5.482516287
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Tuakitoto,September,4,0,1,2,0.3010299957,4.169298542,0.6200629938,0.008703704,-2.060295902,0.006002449,0.689643127,0.0000360294,-4.443342978
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Waihola,January,4,0,2,4,0.6020599913,4.169298542,0.6200629938,0.010576441,-1.975660445,0.008413292,0.795474724,0.0000707835,-4.15006812
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Hayes,May,4,0,11,15,1.1760912591,4.169298542,0.6200629938,0.016666667,-1.77815125,0.02589092,1.553455226,0.00067034,-3.17370502
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Waihola,September,4,0,3,6,0.7781512504,4.169298542,0.6200629938,0.026515152,-1.576505887,0.029790218,1.123516777,0.000887457,-3.05185265
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Hayes,September,4,0,3,5,0.6989700043,4.169298542,0.6200629938,0.037925926,-1.421063808,0.04807493,1.267600696,0.002311199,-2.636162677
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Hayes,January,4,1,3,9,0.9542425094,4.169298542,0.6200629938,0.043860082,-1.357930558,0.043847974,0.999723941,0.001922645,-2.71610093
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Tomahawk,May,4,12,16,55,1.7403626895,4.169298542,0.6200629938,0.876175968,-0.057408663,0.757302506,0.864326955,0.573507086,-0.241461212
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Tomahawk,September,4,6,22,48,1.6812412374,4.169298542,0.6200629938,1.086222222,0.035918684,0.846994702,0.779761899,0.717400026,-0.144238612
Eustrongylides sp,L,Parasite,Nematoda,"G. cotidianus, G. maculatus, P. fluviatils, S. trutta",Tomahawk,January,4,9,25,68,1.8325089127,4.169298542,0.6200629938,1.203192447,0.080335097,0.563591729,0.468413619,0.317635637,-0.498070778
Gymnocephalous spI,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,1,1,0,1.088533333,0.0368417325,0.495833333,-0.30466428,2.429077328,4.898979486,5.900416667,0.770882681
Gymnocephalous spII,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,1,1,0,0.308458824,-0.510802801,1.270833333,0.104088598,6.22578643,4.898979486,38.76041667,1.588388437
Gymnocephalous spII,Rd,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,1,2,0.3010299957,0.308458824,-0.510802801,3.197916667,0.504867142,11.60747959,3.629700458,134.7335824,2.129475857
Gymnocephalous spII,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,3,7,0.84509804,0.308458824,-0.510802801,3.675,0.565257343,9.019556048,2.454300965,81.3523913,1.910370323
Gymnocephalous spII,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,2,4,0.6020599913,0.308458824,-0.510802801,4.069444444,0.609535124,14.26660543,3.505787001,203.5360306,2.308641301
Gymnocephalous spII,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,1,3,0.4771212547,0.308458824,-0.510802801,9.791666667,0.990856621,29.48098749,3.010824254,869.1286232,2.939084053
Hedruris spinigera,Ad,Parasite,Nematoda,"A. dieffenbachii, P. fluviatilis, R. retropinna, R. retiaria, A. forsteri",Waihola,May,4,0,1,3,0.4771212547,1.314396641,0.1187264406,0.003333333,-2.477121255,0.001418411,0.425523159,0.00000201,-5.696396107
Hedruris spinigera,Ad,Parasite,Nematoda,"A. dieffenbachii, P. fluviatilis, R. retropinna, R. retiaria, A. forsteri",Waihola,September,4,0,6,7,0.84509804,1.314396641,0.1187264406,0.028737374,-1.541552924,0.021175453,0.736861117,0.0004484,-3.348334567
Hedruris spinigera,Ad,Parasite,Nematoda,"A. dieffenbachii, P. fluviatilis, R. retropinna, R. retiaria, A. forsteri",Waihola,January,4,0,354,635,2.8027737253,1.314396641,0.1187264406,0.705555556,-0.151468784,0.827727038,1.173156432,0.685132049,-0.164225716
Hedruris spinigera,L,Parasite,Nematoda,P. excavatum,Waihola,January,24,0,2,4,0.6020599913,0.057056057,-1.243698245,1.722222222,0.236089189,3.733471357,2.167822078,13.93880837,1.144225648
Hedruris spinigera,L,Parasite,Nematoda,P. excavatum,Waihola,May,24,0,3,9,0.9542425094,0.057056057,-1.243698245,4.12202381,0.615110496,8.557817329,2.076120305,73.23623743,1.864726024
Hedruris spinigera,L,Parasite,Nematoda,P. excavatum,Waihola,September,24,0,3,11,1.0413926852,0.057056057,-1.243698245,21.75757576,1.337610504,57.93422284,2.662714978,3356.374177,3.525870371
Hydrachnidae sp,L,Parasite,Mite,"Sigara sp, Diaprepocoris sp",Hayes,September,24,0,1,1,0,0.308952507,-0.510108276,0.083333333,-1.079181246,0.40824829,4.898979486,0.166666667,-0.77815125
Hydrachnidae sp,L,Parasite,Mite,"Sigara sp, Diaprepocoris sp",Tuakitoto,September,24,0,4,7,0.84509804,0.308952507,-0.510108276,0.583333333,-0.234083206,1.717345441,2.944020755,2.949275362,0.469715323
Hydrachnidae sp,L,Parasite,Mite,"Sigara sp, Diaprepocoris sp",Tuakitoto,May,24,0,17,64,1.806179974,0.308952507,-0.510108276,27.82916667,1.444500202,74.91044786,2.6917963,5611.575199,3.749084787
Hydrachnidae sp,L,Parasite,Mite,"Sigara sp, Diaprepocoris sp",Tuakitoto,January,24,0,13,72,1.8573324964,0.308952507,-0.510108276,29.36666667,1.467854654,86.50256928,2.945603948,7482.694493,3.874058014
Lepocreadiidae sp,Mc,Parasite,Trematode,"P. maorica, Alboglossiphonia sp",Tuakitoto,January,24,0,1,2,0.3010299957,0.011258965,-1.948501531,0.916666667,-0.037788561,3.119596778,3.403196485,9.731884058,0.988196926
Lepocreadiidae sp,Mc,Parasite,Trematode,"P. maorica, Alboglossiphonia sp",Tuakitoto,September,24,0,2,3,0.4771212547,0.011258965,-1.948501531,1.5,0.176091259,5.381126438,3.587417625,28.95652174,1.461746393
Lepocreadiidae sp,Mc,Parasite,Trematode,"P. maorica, Alboglossiphonia sp",Tuakitoto,May,24,0,4,8,0.903089987,0.011258965,-1.948501531,3.75,0.574031268,10.23739947,2.729973191,104.8043478,2.0203793
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Tuakitoto,May,24,0,1,1,0,0.003601044,-2.443571572,8.505833333,0.929716869,34.58914707,4.06652067,1196.409095,3.077879706
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Tomahawk,January,24,0,13,48,1.6812412374,0.003601044,-2.443571572,11.07796558,1.044460012,36.82247986,3.323938822,1355.895023,3.132226067
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Tomahawk,September,24,0,97,437,2.640481437,0.003601044,-2.443571572,76.8,1.88536122,139.2007174,1.812509341,19376.83972,4.287282947
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Tomahawk,May,24,3,49,537,2.7299742857,0.003601044,-2.443571572,113.01,2.053116875,76.90349299,0.680501664,5914.147235,3.771892132
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Waihola,January,24,0,159,995,2.9978230807,0.003601044,-2.443571572,1714.423889,3.23411821,1813.504563,1.057792402,3288798.8,6.517037305
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Waihola,September,24,1,651,3016,3.4794313372,0.003601044,-2.443571572,2433.950682,3.386311774,3455.142524,1.419561436,11938009.86,7.076931933
Maritrema poulini,Mc,Parasite,Trematode,"P. excavatum, P. fluviatilis, A. annectens, Orchestia sp",Waihola,May,24,3,332,3861,3.5866998016,0.003601044,-2.443571572,4660.47874,3.668430531,3840.050056,0.823960428,14745984.43,7.168673771
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,1,1,0,0.481523906,-0.317382147,1.180555556,0.072086429,5.783517448,4.898979486,33.44907407,1.5243841
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,1,1,0,0.481523906,-0.317382147,3.052083333,0.484596387,14.95209364,4.898979486,223.5651042,2.349404016
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,2,6,0.7781512504,0.481523906,-0.317382147,10.76388889,1.031969206,23.99687564,2.229387156,575.8500403,2.760309402
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,5,30,1.4771212547,0.481523906,-0.317382147,19.02847222,1.279403921,22.48630581,1.181718928,505.6339488,2.703836225
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,2,6,0.7781512504,0.481523906,-0.317382147,27.8125,1.444240028,69.21745669,2.488717544,4791.05631,3.680431275
Maritrema poulini,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,4,26,1.414973348,0.481523906,-0.317382147,175.7152778,2.244809523,371.9649595,2.116861802,138357.9311,5.141004059
Microphalloidea sp,Mc,Parasite,Trematode,"Oecetis sp, Triplectides sp",Hayes,January,24,0,20,88,1.9444826722,0.000350592,-3.455197998,39.94166667,1.601426183,68.40010117,1.712499925,4678.573841,3.670113488
Microphalloidea sp,Mc,Parasite,Trematode,"Oecetis sp, Triplectides sp",Hayes,September,24,0,102,199,2.2988530764,0.000350592,-3.455197998,69.89166667,1.844425397,213.4815579,3.054463688,45574.37558,4.658720727
Microphalloidea sp,Mc,Parasite,Trematode,"Oecetis sp, Triplectides sp",Hayes,May,24,0,108,432,2.6354837468,0.000350592,-3.455197998,147.1104167,2.167643426,199.5956728,1.356774573,39838.4326,4.600302243
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,1170,2640,3.4216039269,0.000696557,-3.157043339,1128.791667,3.052613795,2716.037122,2.406145618,7376857.65,6.867871403
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,850,120,2.079181246,0.000696557,-3.157043339,1319.236111,3.120322531,5324.129876,4.035767237,28346358.93,7.452497282
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,350,1590,3.2013971243,0.000696557,-3.157043339,2921.267361,3.465571306,4899.858754,1.677305823,24008615.81,7.380367122
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,960,4685,3.6707095952,0.000696557,-3.157043339,3250.430556,3.511940892,4854.900606,1.493617699,23570059.9,7.372360686
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,2935,7098,3.851135995,0.000696557,-3.157043339,4218.013865,3.625108003,7382.574802,1.75024906,54502410.71,7.736415712
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,650,2100,3.3222192947,0.000696557,-3.157043339,7342.048611,3.865817256,13201.44788,1.798060539,174278226.2,8.241243131
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,605,2225,3.3473300153,0.000696557,-3.157043339,10485.76389,4.020600074,36553.06862,3.48597098,1336126826,9.125847684
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,820,5760,3.7604224834,0.000696557,-3.157043339,11716.18056,4.068786056,21165.76963,1.806541776,447989803.9,8.65126813
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,1860,6820,3.8337843747,0.000696557,-3.157043339,12173.5,4.08541546,24518.35425,2.014076005,601149695,8.778982631
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,670,3835,3.5837653683,0.000696557,-3.157043339,17425.06944,4.241174518,39173.34244,2.248102515,1534550758,9.185981258
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,420,3345,3.5243961221,0.000696557,-3.157043339,44581.63194,4.649155962,101059.5473,2.266842708,10213032093,10.0091547
Microphallus livelyi,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,1220,8125,3.9098233697,0.000696557,-3.157043339,75224.09722,4.876356984,159706.2931,2.123073576,25506100049,10.40664406
Microphallus sp,Mc,Parasite,Trematode,P. fluviatilis,Tomahawk,September,24,0,2,17,1.2304489214,0.001376658,-2.861173937,2.275,0.356981401,2.971734964,1.306257127,8.831208696,0.946020148
Microphallus sp,Mc,Parasite,Trematode,P. fluviatilis,Tomahawk,January,24,1,17,251,2.3996737215,0.001376658,-2.861173937,7.683062235,0.885534351,27.01099017,3.51565422,729.5935897,2.86308101
Microphallus sp,Mc,Parasite,Trematode,P. fluviatilis,Tomahawk,May,24,2,16,249,2.3961993471,0.001376658,-2.861173937,95.4475,1.979764558,55.971699,0.586413463,3132.831089,3.49593698
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Tomahawk,January,4,0,1,1,0,0.73118825,-0.135970796,0.001481481,-2.829303773,0.001710667,1.154700538,0.00000293,-5.533668809
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Tuakitoto,September,4,0,3,3,0.4771212547,0.73118825,-0.135970796,0.004444444,-2.352182518,0.005673642,1.276569477,0.0000321902,-4.492276124
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Tuakitoto,January,4,0,1,1,0,0.73118825,-0.135970796,0.006666667,-2.176091259,0.007027284,1.054092553,0.0000493827,-4.306425028
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Waihola,May,4,0,31,32,1.5051499783,0.73118825,-0.135970796,0.017777778,-1.750122527,0.012035612,0.6770032,0.000144856,-3.83906361
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Waihola,September,4,0,11,23,1.361727836,0.73118825,-0.135970796,0.05537037,-1.256722571,0.068678492,1.240347346,0.004716735,-2.3263585
Nematode C,Ad,Parasite,Nematoda,"A. dieffenbachii, A. australis",Waihola,January,4,0,12,24,1.3802112417,0.73118825,-0.135970796,0.079259259,-1.100949991,0.051212996,0.646145272,0.002622771,-2.58123964
Neoechynorhynchus sp,Ad,Parasite,Acanthocephalan,A.forsteri,Waihola,January,4,0,354,635,2.8027737253,5.74937925,0.7596209572,0.604444444,-0.21864361,0.701047473,1.159821187,0.491467559,-0.308505144
Notocotylus sp Mc,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,13,23,1.361727836,0.003020398,-2.519935826,68.3270202,1.834592481,235.3120991,3.443909868,55371.784,4.743288516
Notocotylus sp Mc,Mc,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,45,102,2.0086001718,0.003020398,-2.519935826,77.98055556,1.891986325,275.0101437,3.526650223,75630.57912,4.878697426
Notocotylus sp Rd,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,1,1,0,0.252341818,-0.598010772,2.263888889,0.354855108,11.09074522,4.898979486,123.0046296,2.089921458
Notocotylus sp Rd,Rd,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,2,2,0.3010299957,0.252341818,-0.598010772,3.416666667,0.533602611,16.73817991,4.898979486,280.1666667,2.447416463
Notocotylus sp Rd,Rd,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,1,7,0.84509804,0.252341818,-0.598010772,3.766666667,0.575957189,7.047279943,1.870959277,49.66415459,1.696043047
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,1,1,0,0.277025546,-0.55748018,1.645833333,0.216385854,8.062903737,4.898979486,65.01041667,1.81298295
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Waihola,September,24,0,2,4,0.6020599913,0.277025546,-0.55748018,1.683333333,0.226170123,4.881880132,2.900126811,23.83275362,1.377174223
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,1,3,0.4771212547,0.277025546,-0.55748018,6.527777778,0.814765362,18.99069609,2.909213017,360.6465378,2.557081767
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,2,9,0.9542425094,0.277025546,-0.55748018,17.19791667,1.23547584,30.94393415,1.799283875,957.5270607,2.981151056
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,6,26,1.414973348,0.277025546,-0.55748018,18.08125,1.257228451,29.00147227,1.603952839,841.085394,2.924840091
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,2,9,0.9542425094,0.277025546,-0.55748018,35.93055556,1.555463932,77.78845208,2.164966583,6051.043277,3.781830259
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,2,14,1.1461280357,0.277025546,-0.55748018,154.8611111,2.189942371,335.1502175,2.164198714,112325.6683,5.050479011
Plagiorchioid Sp,Sp,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,6,34,1.531478917,0.277025546,-0.55748018,467.25,2.66954931,1198.475713,2.564956046,1436344.034,6.157258475
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,20,20,1.3010299957,0.003564945,-2.447947166,112.5,2.051152522,551.1351921,4.898979486,303750,5.482516287
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,153,287,2.4578818967,0.003564945,-2.447947166,120.2,2.079904468,338.7392276,2.818130014,114744.2644,5.059730986
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,81,260,2.414973348,0.003564945,-2.447947166,367.8611111,2.565683878,921.0716747,2.503857154,848373.03,5.928586854
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,185,327,2.5145477527,0.003564945,-2.447947166,389.2888889,2.590272008,1469.027271,3.773617261,2158041.122,6.334059716
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,93,218,2.3384564936,0.003564945,-2.447947166,395.1611111,2.596774198,1293.208325,3.272610306,1672387.771,6.223336983
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,46,83,1.9190780924,0.003564945,-2.447947166,418.5694444,2.621767522,1728.507836,4.129560479,2987739.338,6.475342705
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,61,181,2.2576785749,0.003564945,-2.447947166,993.0590278,2.996975064,3401.277208,3.425050388,11568686.65,7.063284058
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,106,340,2.531478917,0.003564945,-2.447947166,4607.375,3.663453562,17311.32424,3.757307412,299681946.8,8.476660581
Pronocephaloid spI,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,106,466,2.6683859167,0.003564945,-2.447947166,10363.34722,4.015500049,31049.27955,2.996066704,964057760.6,8.984103055
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,1,1,0,0.437168843,-0.359350798,2.041666667,0.309984838,10.00208312,4.898979486,100.0416667,2.000180918
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,2,6,0.7781512504,0.437168843,-0.359350798,2.516666667,0.400825697,6.101152184,2.424298881,37.22405797,1.570823716
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,September,24,0,1,5,0.6989700043,0.437168843,-0.359350798,3.894444444,0.590445513,9.432023091,2.421917484,88.96305958,1.949209711
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Waihola,May,24,0,1,2,0.3010299957,0.437168843,-0.359350798,8.208333333,0.914254984,29.81971797,3.632859042,889.2155797,2.949007063
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,1,2,0.3010299957,0.437168843,-0.359350798,10.94444444,1.039193721,46.47212729,4.24618422,2159.658615,3.334385106
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,2,8,0.903089987,0.437168843,-0.359350798,13.97222222,1.145265484,33.86934675,2.424048674,1147.132649,3.059613641
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,4,12,1.079181246,0.437168843,-0.359350798,20.73333333,1.31666913,57.69816849,2.782869863,3329.078647,3.522324055
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,1,5,0.6989700043,0.437168843,-0.359350798,26.10069444,1.416652063,68.19771351,2.612869694,4650.928128,3.667539628
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,January,24,0,3,10,1,0.437168843,-0.359350798,132.8819444,2.123465975,443.7595708,3.339502388,196922.5567,5.294295466
Pronocephaloid spI,Rd,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,3,16,1.2041199827,0.437168843,-0.359350798,299.5972222,2.476537782,729.7748013,2.435853029,532571.2607,5.726377727
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,September,24,0,1,1,0,0.003610839,-2.442391875,2.263888889,0.354855108,11.09074522,4.898979486,123.0046296,2.089921458
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Hayes,September,24,0,150,433,2.6364878964,0.003610839,-2.442391875,133.3862166,2.125110954,353.0595481,2.646896787,124651.0445,5.095695922
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Hayes,January,24,0,96,193,2.285557309,0.003610839,-2.442391875,316.4020833,2.500239334,1031.491221,3.260064567,1063974.139,6.026931072
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,May,24,0,54,121,2.0827853703,0.003610839,-2.442391875,560.2916667,2.748414163,1889.712688,3.372730312,3571014.042,6.552791558
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Hayes,May,24,0,263,1059,3.0248959601,0.003610839,-2.442391875,2116.572917,3.325633235,3692.60571,1.744615402,13635336.93,7.134665874
Pronocephaloid spIV,Mc,Parasite,Trematode,P. antipodarum,Tuakitoto,January,24,0,71,118,2.0718820073,0.003610839,-2.442391875,2516.076389,3.400723822,9088.445613,3.612150113,82599843.66,7.916979225
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Waihola,January,24,0,1,3,0.4771212547,0.543419122,-0.264865084,4.701388889,0.672226177,13.04044055,2.773742156,170.0530898,2.230584527
Pronocephaloid spIV,Rd,Parasite,Trematode,P. antipodarum,Tomahawk,May,24,0,1,1,0,0.543419122,-0.264865084,4.916666667,0.691670766,24.08664914,4.898979486,580.1666667,2.763552773
